img_path_a,scene_a,scene_id_a,x1_a,x2_a,x3_a,q1_a,q2_a,q3_a,q4_a,img_path_b,scene_b,scene_id_b,x1_b,x2_b,x3_b,q1_b,q2_b,q3_b,q4_b,x1_ab,x2_ab,x3_ab,q1_ab,q2_ab,q3_ab,q4_ab,cluster_q,cluster_x
fire/seq-02/frame-000054.color.png,fire,1,-0.2822847,0.0146708,0.430068,0.9875874,-0.1032256,0.0055461,0.1182578,fire/seq-02/frame-000924.color.png,fire,1,0.5849607,-0.484708,0.6196957,0.9243347,-0.2267226,-0.2733776,-0.1395238,0.867246,-0.499379,0.189628,0.918252,-0.160043,-0.233892,-0.276575,16,13
fire/seq-01/frame-000784.color.png,fire,1,0.69795,-0.353446,0.946924,0.7635315,-0.1975562,-0.5540075,-0.2665838,fire/seq-02/frame-000427.color.png,fire,1,-0.2178477,-0.4249955,0.3375906,0.957382,-0.2403894,-0.1591233,-0.0176768,-0.915798,-0.07155,-0.609333,0.871359,0.038217,0.348296,0.343457,18,14
fire/seq-02/frame-000197.color.png,fire,1,-0.4306475,-0.0802751,0.4298615,0.9532852,-0.0812414,0.2539747,0.1419297,fire/seq-01/frame-000010.color.png,fire,1,-0.2553338,-0.2865409,0.2800258,0.9771544,-0.2073612,-0.0335237,0.0323545,0.175314,-0.206266,-0.149836,0.944432,-0.131263,-0.253326,-0.16323,14,4
fire/seq-01/frame-000548.color.png,fire,1,0.4700135,-0.7057569,1.162568,0.8470686,-0.2799273,-0.4239459,-0.1561582,fire/seq-02/frame-000446.color.png,fire,1,-0.1408577,-0.5838222,0.3385568,0.9547994,-0.2842373,-0.071137,-0.0500673,-0.610871,0.121935,-0.824011,0.926326,0.016387,0.314149,0.207271,16,13
fire/seq-02/frame-000762.color.png,fire,1,-0.8260573,-0.1967478,0.7295336,0.9218623,-0.0926014,0.3281539,0.1841463,fire/seq-02/frame-000165.color.png,fire,1,-0.0514194,-0.0940196,0.4376082,0.9841114,-0.1428577,0.0882514,0.0576907,0.774638,0.102728,-0.291926,0.96003,-0.043245,-0.220614,-0.16674,12,10
fire/seq-02/frame-000482.color.png,fire,1,0.0749975,-0.6890818,0.491834,0.9599189,-0.2709808,-0.0105202,-0.0708132,fire/seq-02/frame-000752.color.png,fire,1,-0.7862853,-0.2212821,0.7435893,0.9162555,-0.0776651,0.3411514,0.1950888,-0.861283,0.4678,0.251755,0.883178,0.151628,0.278746,0.345407,18,13
fire/seq-02/frame-000524.color.png,fire,1,0.0692254,-0.6011938,0.847132,0.9816496,-0.1829394,-0.05203,-0.0137911,fire/seq-02/frame-000803.color.png,fire,1,-0.8699969,-0.1960349,0.5965651,0.9451438,-0.1468914,0.2499971,0.1504248,-0.939222,0.405159,-0.250567,0.939593,0.033086,0.265036,0.214071,14,13
fire/seq-02/frame-000015.color.png,fire,1,-0.1546381,-0.2149738,0.375416,0.9872574,-0.1192895,-0.0439845,0.0956981,fire/seq-01/frame-000355.color.png,fire,1,0.5720846,-0.5469758,0.7114133,0.908201,-0.2485517,-0.323102,-0.0948583,0.726723,-0.332002,0.335997,0.931414,-0.172134,-0.243933,-0.20817,15,11
fire/seq-02/frame-000529.color.png,fire,1,0.0538725,-0.5907896,0.8771103,0.9828412,-0.1787658,-0.0453805,-0.0025759,fire/seq-02/frame-000306.color.png,fire,1,-0.900458,0.0134559,0.8453467,0.9726349,-0.0630311,0.1811306,0.1311496,-0.954331,0.604246,-0.031763,0.958657,0.117407,0.198552,0.166643,12,14
fire/seq-01/frame-000344.color.png,fire,1,0.4940323,-0.5283618,0.681413,0.9337724,-0.2638266,-0.2398995,-0.0302137,fire/seq-02/frame-000521.color.png,fire,1,0.0812594,-0.6081528,0.8235492,0.9812437,-0.1834604,-0.0545595,-0.022942,-0.412773,-0.079791,0.142136,0.978443,0.083711,0.184961,0.037841,9,5
fire/seq-02/frame-000808.color.png,fire,1,-0.8221594,-0.2035488,0.5543951,0.9545286,-0.1490227,0.2149469,0.1430568,fire/seq-02/frame-000855.color.png,fire,1,-0.1254388,-0.3541192,0.4223552,0.9834332,-0.175191,-0.0355022,0.030113,0.69672,-0.15057,-0.13204,0.961501,-0.032221,-0.224695,-0.154887,12,9
fire/seq-02/frame-000826.color.png,fire,1,-0.5984791,-0.2641456,0.445228,0.9779722,-0.1488126,0.1086962,0.0980326,fire/seq-02/frame-000902.color.png,fire,1,0.4127563,-0.4986479,0.5235605,0.9549697,-0.2112789,-0.1835717,-0.0984661,1.011235,-0.234502,0.078333,0.935771,-0.071805,-0.247961,-0.240193,15,13
fire/seq-02/frame-000294.color.png,fire,1,-0.9041097,0.0181752,0.8817771,0.9457139,-0.0652616,0.2723687,0.1648681,fire/seq-02/frame-000113.color.png,fire,1,0.2197842,0.0699118,0.4465201,0.9897473,-0.1142366,-0.0794505,0.0322158,1.123894,0.051737,-0.435257,0.927146,-0.065314,-0.327979,-0.169007,15,15
fire/seq-02/frame-000944.color.png,fire,1,0.8273369,-0.4438809,0.6050893,0.8986094,-0.1621667,-0.3945584,-0.1026002,fire/seq-01/frame-000516.color.png,fire,1,0.7396854,-0.8021087,1.4105536,0.7809299,-0.2592422,-0.5274529,-0.2115076,-0.087652,-0.358228,0.805465,0.973604,-0.135649,-0.158147,-0.093187,10,11
fire/seq-01/frame-000290.color.png,fire,1,-0.0451162,-0.5339043,0.5053941,0.9544682,-0.295946,-0.0369295,0.0065344,fire/seq-02/frame-000321.color.png,fire,1,-0.8436722,0.0327667,0.7205812,0.9884651,-0.0648261,0.0701901,0.1175063,-0.798556,0.566671,0.215187,0.960821,0.235451,0.069146,0.12886,12,13
fire/seq-01/frame-000357.color.png,fire,1,0.5898353,-0.5487663,0.718591,0.9010633,-0.2465212,-0.340108,-0.1078831,fire/seq-01/frame-000866.color.png,fire,1,1.4287974,-0.7053139,1.1162652,0.8004904,-0.107504,-0.5606679,-0.1825088,0.838962,-0.156548,0.397674,0.958177,0.098879,-0.199537,-0.179736,12,12
fire/seq-02/frame-000704.color.png,fire,1,-0.5204571,-0.3578691,0.9134272,0.8889947,-0.1120064,0.3756658,0.2366815,fire/seq-02/frame-000333.color.png,fire,1,-0.8031123,0.0587589,0.6100002,0.9929324,-0.0694255,0.0025043,0.0962239,-0.282655,0.416628,-0.303427,0.914207,0.013941,-0.365123,-0.175262,16,7
fire/seq-01/frame-000072.color.png,fire,1,-0.7349116,-0.4136398,0.496639,0.9586734,-0.2201954,0.1443813,0.1077649,fire/seq-02/frame-000401.color.png,fire,1,-0.4299194,-0.1393941,0.3380317,0.9668451,-0.1588929,-0.1964733,0.036904,0.304993,0.274246,-0.158607,0.937488,0.034067,-0.318947,-0.135014,15,5
fire/seq-01/frame-000796.color.png,fire,1,0.713172,-0.4067619,0.9918638,0.782551,-0.1884748,-0.5401445,-0.2456319,fire/seq-01/frame-000633.color.png,fire,1,0.6611425,-0.6383357,0.7227641,0.9137016,-0.1739188,-0.3553854,-0.0927521,-0.05203,-0.231574,-0.2691,0.962543,0.073303,0.190175,0.178805,12,4
fire/seq-01/frame-000427.color.png,fire,1,1.5247133,-0.6256783,0.8069102,0.8099033,-0.1877566,-0.5260232,-0.179175,fire/seq-02/frame-000867.color.png,fire,1,0.0573398,-0.3959846,0.4190095,0.9734607,-0.1866548,-0.1312769,-0.0173404,-1.467373,0.229693,-0.3879,0.89562,0.046,0.375547,0.233906,17,19
fire/seq-01/frame-000277.color.png,fire,1,-0.1832094,-0.5288634,0.4649618,0.9460561,-0.3235208,-0.0018283,0.0175719,fire/seq-01/frame-000144.color.png,fire,1,-0.9950972,-0.7050082,0.760988,0.9705584,-0.1325709,0.1810742,0.0874842,-0.811888,-0.176145,0.296026,0.962299,0.191915,0.147107,0.124532,12,11
fire/seq-02/frame-000414.color.png,fire,1,-0.3064249,-0.291522,0.3366998,0.9589277,-0.2016979,-0.1992668,0.0082666,fire/seq-01/frame-000723.color.png,fire,1,1.1425912,-0.3636088,0.7609146,0.8661026,-0.2241993,-0.3991403,-0.2007186,1.449016,-0.072087,0.424215,0.953629,-0.083593,-0.167817,-0.235459,13,19
fire/seq-01/frame-000679.color.png,fire,1,1.0361462,-0.5256364,0.437571,0.926324,-0.2313698,-0.2731979,-0.1172809,fire/seq-02/frame-000090.color.png,fire,1,0.0456627,0.0822014,0.4127913,0.9911743,-0.1073462,-0.0428432,0.0649209,-0.990483,0.607837,-0.02478,0.947078,0.152648,0.203484,0.195795,14,15
fire/seq-02/frame-000430.color.png,fire,1,-0.2024149,-0.4448787,0.3388406,0.958243,-0.2441882,-0.1468058,-0.0243004,fire/seq-02/frame-000732.color.png,fire,1,-0.6815874,-0.2753868,0.792488,0.9064565,-0.0756395,0.3625316,0.2029437,-0.479172,0.169492,0.453647,0.828929,0.169846,0.429065,0.31612,20,8
fire/seq-01/frame-000407.color.png,fire,1,1.2254727,-0.5829591,0.673021,0.8231565,-0.2000147,-0.4973893,-0.1871133,fire/seq-02/frame-000275.color.png,fire,1,-0.8887394,0.005921,0.8841144,0.8971417,-0.0488065,0.3818561,0.2166577,-2.114212,0.58888,0.211093,0.517795,0.175575,0.708082,0.446857,24,25
fire/seq-02/frame-000946.color.png,fire,1,0.8524321,-0.4348602,0.602959,0.9005499,-0.1464469,-0.3986129,-0.0931183,fire/seq-02/frame-000487.color.png,fire,1,0.106755,-0.6885668,0.5318122,0.9643792,-0.2513081,-0.0226122,-0.0794086,-0.745677,-0.253707,-0.071147,0.921686,-0.114632,0.352271,0.115148,16,10
fire/seq-02/frame-000302.color.png,fire,1,-0.908027,0.0115054,0.864426,0.9657183,-0.0633342,0.2099769,0.1388767,fire/seq-02/frame-000568.color.png,fire,1,-0.0423224,-0.4967521,1.0358754,0.9813775,-0.1818689,-0.0209014,0.0581805,0.865705,-0.508257,0.171449,0.962945,-0.128595,-0.204677,-0.119615,12,13
fire/seq-01/frame-000283.color.png,fire,1,-0.125087,-0.5318451,0.4838888,0.9497982,-0.3123912,-0.0098919,0.0140425,fire/seq-02/frame-000826.color.png,fire,1,-0.5984791,-0.2641456,0.445228,0.9779722,-0.1488126,0.1086962,0.0980326,-0.473392,0.267699,-0.038661,0.975666,0.166662,0.084378,0.114803,9,7
fire/seq-01/frame-000080.color.png,fire,1,-0.7637718,-0.4407142,0.5754161,0.9479425,-0.2224274,0.1879774,0.1288237,fire/seq-02/frame-000920.color.png,fire,1,0.5430824,-0.4937149,0.6043121,0.9397915,-0.2140211,-0.2393921,-0.1169543,1.306854,-0.053001,0.028896,0.87841,-0.002698,-0.350001,-0.325405,18,17
fire/seq-02/frame-000715.color.png,fire,1,-0.5782419,-0.3303211,0.8662853,0.8962598,-0.1061616,0.3676432,0.2242467,fire/seq-02/frame-000171.color.png,fire,1,-0.125327,-0.1017682,0.4253924,0.9820063,-0.1220724,0.1221091,0.0764943,0.452915,0.228553,-0.440893,0.955141,-0.005898,-0.232326,-0.183564,13,8
fire/seq-02/frame-000632.color.png,fire,1,-0.2469006,-0.3810775,0.9874113,0.9732291,-0.181331,0.0782083,0.1175908,fire/seq-02/frame-000208.color.png,fire,1,-0.5518151,-0.0678591,0.4897699,0.9369886,-0.0764393,0.3014311,0.1592124,-0.304914,0.313218,-0.497641,0.968062,0.118504,0.200199,0.093449,11,8
fire/seq-02/frame-000177.color.png,fire,1,-0.2100486,-0.093204,0.4128499,0.9775041,-0.1165345,0.1505667,0.090748,fire/seq-02/frame-000074.color.png,fire,1,-0.11707,0.0765894,0.4162062,0.9896753,-0.1006396,-0.0298543,0.0975865,0.092979,0.169793,0.003356,0.983501,-0.000448,-0.180432,-0.013051,8,2
fire/seq-02/frame-000990.color.png,fire,1,1.13739,-0.4163229,0.9120891,0.7736899,-0.0846625,-0.6041035,-0.1711582,fire/seq-01/frame-000522.color.png,fire,1,0.682846,-0.7811785,1.3767426,0.8009448,-0.2676207,-0.4985329,-0.1957842,-0.454544,-0.364856,0.464654,0.977017,-0.17219,0.06891,0.105069,9,9
fire/seq-02/frame-000509.color.png,fire,1,0.1185951,-0.6319931,0.7343205,0.9774344,-0.1932756,-0.0653035,-0.0547904,fire/seq-02/frame-000762.color.png,fire,1,-0.8260573,-0.1967478,0.7295336,0.9218623,-0.0926014,0.3281539,0.1841463,-0.944652,0.435245,-0.004786,0.887443,0.081706,0.340279,0.299965,18,13
fire/seq-02/frame-000360.color.png,fire,1,-0.7976854,0.0923011,0.4500391,0.9954387,-0.0304856,-0.0736513,0.0524198,fire/seq-01/frame-000632.color.png,fire,1,0.6500524,-0.639275,0.7259671,0.913568,-0.1722195,-0.3563698,-0.0934581,1.447737,-0.731576,0.275928,0.936002,-0.169145,-0.275575,-0.139098,15,20
